"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","22965","test_create_and_delete_news[chrome]","tests.ui","Sun Mar 01 22:37:18 UTC 2026","passed","Sun Mar 01 22:37:41 UTC 2026","","delete_news_test","",""
"","0","Verify news details elements and content","tests.ui","Sun Mar 01 22:37:41 UTC 2026","skipped","Sun Mar 01 22:37:41 UTC 2026","TestNewsDetails","test_news_details","",""
"","0","Verify like functionality","tests.ui","Sun Mar 01 22:37:41 UTC 2026","skipped","Sun Mar 01 22:37:41 UTC 2026","TestNewsDetails","test_news_details","",""
"","0","Verify 'Recommended News' section title","tests.ui","Sun Mar 01 22:37:41 UTC 2026","skipped","Sun Mar 01 22:37:41 UTC 2026","TestNewsDetails","test_news_details","",""
"","1189","test_title_field_validation[chrome]","tests.ui.create_news_tests","Sun Mar 01 22:36:44 UTC 2026","broken","Sun Mar 01 22:36:45 UTC 2026","","title_field_validation_test","",""
"","2432","test_base_navigate[chrome]","tests.ui","Sun Mar 01 22:37:44 UTC 2026","passed","Sun Mar 01 22:37:46 UTC 2026","","test_stub","",""
"","0","Verify navigation and UI state","tests.ui","Sun Mar 01 22:37:41 UTC 2026","skipped","Sun Mar 01 22:37:41 UTC 2026","TestNewsDetails","test_news_details","",""
"","0","Verify navigation to a recommended news card","tests.ui","Sun Mar 01 22:37:41 UTC 2026","skipped","Sun Mar 01 22:37:41 UTC 2026","TestNewsDetails","test_news_details","",""
"Checks that the count of recommended cards equals 3","0","Verify that 3 recommended news cards are displayed","tests.ui","Sun Mar 01 22:37:41 UTC 2026","skipped","Sun Mar 01 22:37:41 UTC 2026","TestNewsDetails","test_news_details","",""
"","4","test_greencity_is_work[chrome]","tests.ui","Sun Mar 01 22:37:43 UTC 2026","passed","Sun Mar 01 22:37:43 UTC 2026","","test_stub","",""
"","21911","test_edit_content_not_shorter_than_20_chars_not_accepted[chrome]","tests.ui.create_news_tests","Sun Mar 01 22:36:51 UTC 2026","broken","Sun Mar 01 22:37:13 UTC 2026","","too_short_content_test","",""
