"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Verify navigation and UI state","tests.ui","Tue Mar 03 12:55:41 UTC 2026","skipped","Tue Mar 03 12:55:41 UTC 2026","TestNewsDetails","test_news_details","",""
"","0","Verify news details elements and content","tests.ui","Tue Mar 03 12:55:41 UTC 2026","skipped","Tue Mar 03 12:55:41 UTC 2026","TestNewsDetails","test_news_details","",""
"","0","Verify like functionality","tests.ui","Tue Mar 03 12:55:41 UTC 2026","skipped","Tue Mar 03 12:55:41 UTC 2026","TestNewsDetails","test_news_details","",""
"","0","Verify 'Recommended News' section title","tests.ui","Tue Mar 03 12:55:41 UTC 2026","skipped","Tue Mar 03 12:55:41 UTC 2026","TestNewsDetails","test_news_details","",""
"","14","test_greencity_is_work[chrome]","tests.ui","Tue Mar 03 12:55:42 UTC 2026","passed","Tue Mar 03 12:55:42 UTC 2026","","test_stub","",""
"","1203","Check selection of one tag","tests.ui.create_news_tests","Tue Mar 03 12:55:19 UTC 2026","passed","Tue Mar 03 12:55:20 UTC 2026","TestTagSelection","tag_selection_test","",""
"","2377","test_base_navigate[chrome]","tests.ui","Tue Mar 03 12:55:43 UTC 2026","passed","Tue Mar 03 12:55:46 UTC 2026","","test_stub","",""
"","3776","test_title_field_validation[chrome]","tests.ui.create_news_tests","Tue Mar 03 12:55:37 UTC 2026","passed","Tue Mar 03 12:55:40 UTC 2026","","title_field_validation_test","",""
"Checks that the count of recommended cards equals 3","0","Verify that 3 recommended news cards are displayed","tests.ui","Tue Mar 03 12:55:41 UTC 2026","skipped","Tue Mar 03 12:55:41 UTC 2026","TestNewsDetails","test_news_details","",""
"","0","Verify navigation to a recommended news card","tests.ui","Tue Mar 03 12:55:41 UTC 2026","skipped","Tue Mar 03 12:55:41 UTC 2026","TestNewsDetails","test_news_details","",""
"Verify that clicking the Cancel button triggers a confirmation modal, and selecting 'Yes, cancel' closes the form and redirects away","1221","test_cancel_button_behavior[chrome]","tests.ui.create_news_tests","Tue Mar 03 12:55:12 UTC 2026","passed","Tue Mar 03 12:55:13 UTC 2026","","cancel_creating_test","",""
"","1313","Check selection of three tags","tests.ui.create_news_tests","Tue Mar 03 12:55:26 UTC 2026","passed","Tue Mar 03 12:55:27 UTC 2026","TestTagSelection","tag_selection_test","",""
"","904","Verify that selecting a 4th tag is blocked","tests.ui.create_news_tests","Tue Mar 03 12:55:33 UTC 2026","passed","Tue Mar 03 12:55:34 UTC 2026","TestTagSelection","tag_selection_test","",""
