"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","","0","News Details","0","6","","0"
"0","","0","Create News","1","0","Content field validation","0"
"0","","0","Create News","1","0","Title field validation","0"
"0","","0","","2","0","","0"
