"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1776","test_title_field_validation[chrome]","tests.ui.create_news_tests","Tue Mar 03 14:50:51 UTC 2026","passed","Tue Mar 03 14:50:53 UTC 2026","","title_field_validation_test","",""
"","1325","test_cancel_editing_discards_changes[chrome]","tests.ui","Tue Mar 03 14:53:16 UTC 2026","passed","Tue Mar 03 14:53:17 UTC 2026","","test_cancel_editing","",""
"Verify max 3 tags selectable behavior","1715","test_four_tags_selection_blocked[chrome]","tests.ui","Tue Mar 03 14:52:34 UTC 2026","passed","Tue Mar 03 14:52:36 UTC 2026","TestTagSelection","tag_selection_test","",""
"Verify creating news with single tag","1405","test_single_tag_selection[chrome]","tests.ui","Tue Mar 03 14:52:57 UTC 2026","passed","Tue Mar 03 14:52:59 UTC 2026","TestTagSelection","tag_selection_test","",""
"Verify that the author can edit their own news and the changes are saved","2682","test_verify_author_can_edit_own_news[chrome]","tests.ui.edit_news_tests","Tue Mar 03 14:52:19 UTC 2026","passed","Tue Mar 03 14:52:22 UTC 2026","","edit_own_news_test","",""
"","0","Verify navigation to a recommended news card","tests.ui","Tue Mar 03 14:53:17 UTC 2026","skipped","Tue Mar 03 14:53:17 UTC 2026","TestNewsDetails","test_news_details","",""
"","0","Verify 'Recommended News' section title","tests.ui","Tue Mar 03 14:53:17 UTC 2026","skipped","Tue Mar 03 14:53:17 UTC 2026","TestNewsDetails","test_news_details","",""
"","0","Verify like functionality","tests.ui","Tue Mar 03 14:53:17 UTC 2026","skipped","Tue Mar 03 14:53:17 UTC 2026","TestNewsDetails","test_news_details","",""
"Verify that the Create News form contains the particular fields.","6160","test_verify_create_news_form_fields_visibility[chrome-Language.UK]","tests.ui.create_news_tests","Tue Mar 03 14:50:16 UTC 2026","passed","Tue Mar 03 14:50:22 UTC 2026","","create_news_form_visibility_test","",""
"","444","test_base_navigate[chrome]","tests.ui","Tue Mar 03 14:53:23 UTC 2026","passed","Tue Mar 03 14:53:24 UTC 2026","","test_stub","",""
"","0","Verify navigation and UI state","tests.ui","Tue Mar 03 14:53:17 UTC 2026","skipped","Tue Mar 03 14:53:17 UTC 2026","TestNewsDetails","test_news_details","",""
"","1055","Check selection of one tag","tests.ui.create_news_tests","Tue Mar 03 14:50:27 UTC 2026","failed","Tue Mar 03 14:50:28 UTC 2026","TestTagSelection","tag_selection_test","",""
"Verify that the Create News form contains the particular fields.","6524","test_verify_create_news_form_fields_visibility[chrome-Language.EN]","tests.ui.create_news_tests","Tue Mar 03 14:50:04 UTC 2026","passed","Tue Mar 03 14:50:10 UTC 2026","","create_news_form_visibility_test","",""
"","0","Verify news details elements and content","tests.ui","Tue Mar 03 14:53:17 UTC 2026","skipped","Tue Mar 03 14:53:17 UTC 2026","TestNewsDetails","test_news_details","",""
"Verify Create News publishing with multiple tags in different locales","1678","test_tag_selection[chrome-Language.EN]","tests.ui","Tue Mar 03 14:52:42 UTC 2026","passed","Tue Mar 03 14:52:44 UTC 2026","TestTagSelection","tag_selection_test","",""
"Verify that the Create News form contains the particular fields.","9944","test_verify_edit_news_form_fields_visibility[Language.EN-chrome]","tests.ui.edit_news_tests","Tue Mar 03 14:51:44 UTC 2026","passed","Tue Mar 03 14:51:54 UTC 2026","","edit_news_form_visibility_test","",""
"Verify that clicking the Cancel button triggers a confirmation modal, and selecting 'Yes, cancel' closes the form and redirects away","1248","test_cancel_button_behavior[chrome]","tests.ui.create_news_tests","Tue Mar 03 14:49:56 UTC 2026","passed","Tue Mar 03 14:49:58 UTC 2026","","cancel_creating_test","",""
"Verify Create News publishing with multiple tags in different locales","1807","test_tag_selection[chrome-Language.UK]","tests.ui","Tue Mar 03 14:52:50 UTC 2026","passed","Tue Mar 03 14:52:52 UTC 2026","TestTagSelection","tag_selection_test","",""
"The test checks validation error when uploading a GIF image (unsupported format)","10118","test_img_upload_gif_negative[chrome]","tests.ui.create_news_tests","Tue Mar 03 14:51:05 UTC 2026","passed","Tue Mar 03 14:51:15 UTC 2026","TestUploadImage","upload_image_test","",""
"","974","Verify that selecting a 4th tag is blocked","tests.ui.create_news_tests","Tue Mar 03 14:50:40 UTC 2026","passed","Tue Mar 03 14:50:41 UTC 2026","TestTagSelection","tag_selection_test","",""
