"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2589","test_title_field_validation[chrome]","tests.ui.create_news_tests","Sat Feb 28 00:13:44 UTC 2026","passed","Sat Feb 28 00:13:46 UTC 2026","","title_field_validation_test","",""
"","0","Verify like functionality","tests.ui","Sat Feb 28 00:14:26 UTC 2026","skipped","Sat Feb 28 00:14:26 UTC 2026","TestNewsDetails","test_news_details","",""
"Test creating news with exactly three tags.","1591","test_three_tags_selection[chrome]","tests.ui","Sat Feb 28 00:14:24 UTC 2026","passed","Sat Feb 28 00:14:25 UTC 2026","","tag_selection_test","",""
"","0","Verify 'Recommended News' section title","tests.ui","Sat Feb 28 00:14:26 UTC 2026","skipped","Sat Feb 28 00:14:26 UTC 2026","TestNewsDetails","test_news_details","",""
"","0","Verify news details elements and content","tests.ui","Sat Feb 28 00:14:26 UTC 2026","skipped","Sat Feb 28 00:14:26 UTC 2026","TestNewsDetails","test_news_details","",""
"Test that selecting a fourth tag is blocked (max 3 tags selectable).","1792","test_four_tags_selection_blocked[chrome]","tests.ui","Sat Feb 28 00:13:52 UTC 2026","passed","Sat Feb 28 00:13:54 UTC 2026","","tag_selection_test","",""
"Checks that the count of recommended cards equals 3","0","Verify that 3 recommended news cards are displayed","tests.ui","Sat Feb 28 00:14:26 UTC 2026","skipped","Sat Feb 28 00:14:26 UTC 2026","TestNewsDetails","test_news_details","",""
"
    Test publishing news with predefined NewsTestData for one or multiple tags.
    Language param selects English ('en') or Ukrainian ('ua') data.
    ","1808","test_tag_selection[chrome-ua]","tests.ui","Sat Feb 28 00:14:09 UTC 2026","passed","Sat Feb 28 00:14:11 UTC 2026","","tag_selection_test","",""
"","436","test_base_navigate[chrome]","tests.ui","Sat Feb 28 00:14:32 UTC 2026","passed","Sat Feb 28 00:14:32 UTC 2026","","test_stub","",""
"Test creating news with a single tag.","1367","test_single_tag_selection[chrome]","tests.ui","Sat Feb 28 00:14:17 UTC 2026","passed","Sat Feb 28 00:14:18 UTC 2026","","tag_selection_test","",""
"","5","test_greencity_is_work[chrome]","tests.ui","Sat Feb 28 00:14:29 UTC 2026","passed","Sat Feb 28 00:14:29 UTC 2026","","test_stub","",""
"","0","Verify navigation and UI state","tests.ui","Sat Feb 28 00:14:26 UTC 2026","skipped","Sat Feb 28 00:14:26 UTC 2026","TestNewsDetails","test_news_details","",""
"","0","Verify navigation to a recommended news card","tests.ui","Sat Feb 28 00:14:26 UTC 2026","skipped","Sat Feb 28 00:14:26 UTC 2026","TestNewsDetails","test_news_details","",""
"
    Test publishing news with predefined NewsTestData for one or multiple tags.
    Language param selects English ('en') or Ukrainian ('ua') data.
    ","1635","test_tag_selection[chrome-en]","tests.ui","Sat Feb 28 00:14:01 UTC 2026","passed","Sat Feb 28 00:14:03 UTC 2026","","tag_selection_test","",""
