"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that the 'Edit news' button is not visible for news created by other users","10207","test_edit_button_not_visible_to_other_users[chrome]","tests.ui.edit_news_tests","Tue Mar 03 12:25:13 UTC 2026","passed","Tue Mar 03 12:25:23 UTC 2026","TestEditButtonVisibility","edit_button_visibility_test","",""
"The test checks successful validation when uploading a valid PNG image","160","test_img_upload_positive[chrome]","tests.ui.create_news_tests","Tue Mar 03 12:24:47 UTC 2026","passed","Tue Mar 03 12:24:48 UTC 2026","TestUploadImage","upload_image_test","",""
"Verify that the Create News form contains the particular fields.","6035","test_verify_create_news_form_fields_visibility[chrome-Language.UK]","tests.ui.create_news_tests","Tue Mar 03 12:24:31 UTC 2026","passed","Tue Mar 03 12:24:37 UTC 2026","","create_news_form_visibility_test","",""
"","0","Verify 'Recommended News' section title","tests.ui","Tue Mar 03 12:26:52 UTC 2026","skipped","Tue Mar 03 12:26:52 UTC 2026","TestNewsDetails","test_news_details","",""
"Verify that the author can edit their own news and the changes are saved","2679","test_verify_author_can_edit_own_news[chrome]","tests.ui.edit_news_tests","Tue Mar 03 12:26:05 UTC 2026","passed","Tue Mar 03 12:26:08 UTC 2026","","edit_own_news_test","",""
"","0","Verify like functionality","tests.ui","Tue Mar 03 12:26:52 UTC 2026","skipped","Tue Mar 03 12:26:52 UTC 2026","TestNewsDetails","test_news_details","",""
"Verify creating news with three tags","1658","test_three_tags_selection[chrome]","tests.ui","Tue Mar 03 12:26:50 UTC 2026","passed","Tue Mar 03 12:26:51 UTC 2026","TestTagSelection","tag_selection_test","",""
"","2900","test_title_field_validation[chrome]","tests.ui.create_news_tests","Tue Mar 03 12:24:39 UTC 2026","passed","Tue Mar 03 12:24:42 UTC 2026","","title_field_validation_test","",""
"Verify Create News publishing with multiple tags in different locales","1776","test_tag_selection[chrome-Language.UK]","tests.ui","Tue Mar 03 12:26:36 UTC 2026","passed","Tue Mar 03 12:26:37 UTC 2026","TestTagSelection","tag_selection_test","",""
"Verify that the Create News form contains the particular fields.","10384","test_verify_edit_news_form_fields_visibility[Language.UK-chrome]","tests.ui.edit_news_tests","Tue Mar 03 12:25:48 UTC 2026","passed","Tue Mar 03 12:25:59 UTC 2026","","edit_news_form_visibility_test","",""
"","60","test_greencity_is_work[chrome]","tests.ui","Tue Mar 03 12:26:53 UTC 2026","passed","Tue Mar 03 12:26:53 UTC 2026","","test_stub","",""
"Verify Create News publishing with multiple tags in different locales","1663","test_tag_selection[chrome-Language.EN]","tests.ui","Tue Mar 03 12:26:29 UTC 2026","passed","Tue Mar 03 12:26:30 UTC 2026","TestTagSelection","tag_selection_test","",""
"","0","Verify navigation to a recommended news card","tests.ui","Tue Mar 03 12:26:52 UTC 2026","skipped","Tue Mar 03 12:26:52 UTC 2026","TestNewsDetails","test_news_details","",""
"Checks that the count of recommended cards equals 3","0","Verify that 3 recommended news cards are displayed","tests.ui","Tue Mar 03 12:26:52 UTC 2026","skipped","Tue Mar 03 12:26:52 UTC 2026","TestNewsDetails","test_news_details","",""
"Verify that the Edit News page disables the Edit button and highlights the title field when the title is empty","536","test_empty_title_field[chrome]","tests.ui.edit_news_tests","Tue Mar 03 12:26:15 UTC 2026","passed","Tue Mar 03 12:26:16 UTC 2026","","empty_title_validation_test","",""
"Verify creating news with single tag","1362","test_single_tag_selection[chrome]","tests.ui","Tue Mar 03 12:26:43 UTC 2026","passed","Tue Mar 03 12:26:44 UTC 2026","TestTagSelection","tag_selection_test","",""
"","0","Verify navigation and UI state","tests.ui","Tue Mar 03 12:26:52 UTC 2026","skipped","Tue Mar 03 12:26:52 UTC 2026","TestNewsDetails","test_news_details","",""
"","486","test_base_navigate[chrome]","tests.ui","Tue Mar 03 12:26:56 UTC 2026","passed","Tue Mar 03 12:26:56 UTC 2026","","test_stub","",""
"The test checks validation error when uploading a GIF image (unsupported format)","10091","test_img_upload_gif_negative[chrome]","tests.ui.create_news_tests","Tue Mar 03 12:24:53 UTC 2026","passed","Tue Mar 03 12:25:03 UTC 2026","TestUploadImage","upload_image_test","",""
"Verify that the 'Edit news' button is visible only to the author of the news","82","test_edit_button_visible_to_author[chrome]","tests.ui.edit_news_tests","Tue Mar 03 12:25:10 UTC 2026","passed","Tue Mar 03 12:25:10 UTC 2026","TestEditButtonVisibility","edit_button_visibility_test","",""
"Verify max 3 tags selectable behavior","1645","test_four_tags_selection_blocked[chrome]","tests.ui","Tue Mar 03 12:26:21 UTC 2026","passed","Tue Mar 03 12:26:23 UTC 2026","TestTagSelection","tag_selection_test","",""
"Verify that the Create News form contains the particular fields.","9906","test_verify_edit_news_form_fields_visibility[Language.EN-chrome]","tests.ui.edit_news_tests","Tue Mar 03 12:25:32 UTC 2026","passed","Tue Mar 03 12:25:41 UTC 2026","","edit_news_form_visibility_test","",""
"","0","Verify news details elements and content","tests.ui","Tue Mar 03 12:26:52 UTC 2026","skipped","Tue Mar 03 12:26:52 UTC 2026","TestNewsDetails","test_news_details","",""
"Verify that the Create News form contains the particular fields.","6714","test_verify_create_news_form_fields_visibility[chrome-Language.EN]","tests.ui.create_news_tests","Tue Mar 03 12:24:19 UTC 2026","passed","Tue Mar 03 12:24:26 UTC 2026","","create_news_form_visibility_test","",""
