"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test: Add a comment to eco news.","224","test_add_comment_to_eco_news","tests.api.econews_comment","Fri Mar 06 19:46:27 UTC 2026","passed","Fri Mar 06 19:46:27 UTC 2026","TestNewsComments","news_comments_test","",""
"The test checks successful validation when uploading a valid PNG image","166","test_img_upload_positive[chrome]","tests.ui.create_news_tests","Fri Mar 06 19:48:09 UTC 2026","passed","Fri Mar 06 19:48:09 UTC 2026","TestUploadImage","upload_image_test","",""
"Verify that requesting a non-existing EcoNews returns 404 status code.","247","test_get_non_existing_eco_news_should_return_404","tests.api.econews_by_id","Fri Mar 06 19:46:20 UTC 2026","passed","Fri Mar 06 19:46:20 UTC 2026","TestEcoNewsByIdWithImage","econews_by_id_test","",""
"Verify Create News publishing with multiple tags in different locales","1882","test_tag_selection[chrome-Language.UK]","tests.ui","Fri Mar 06 19:50:13 UTC 2026","passed","Fri Mar 06 19:50:15 UTC 2026","TestTagSelection","tag_selection_test","",""
"","1359","test_title_field_validation[chrome]","tests.ui.create_news_tests","Fri Mar 06 19:47:54 UTC 2026","passed","Fri Mar 06 19:47:55 UTC 2026","","title_field_validation_test","",""
"Verify that active replies for a comment can be retrieved for a specific page (page=0, size=10).","146","test_get_active_replies_with_page","tests.api.econews_comment","Fri Mar 06 19:46:25 UTC 2026","passed","Fri Mar 06 19:46:25 UTC 2026","TestEcoNewsCommentReplies","news_comments_replies_test","",""
"","488","test_base_navigate[chrome]","tests.ui","Fri Mar 06 19:50:39 UTC 2026","passed","Fri Mar 06 19:50:40 UTC 2026","","test_stub","",""
"","1136","Check selection of one tag","tests.ui.create_news_tests","Fri Mar 06 19:47:13 UTC 2026","failed","Fri Mar 06 19:47:14 UTC 2026","TestTagSelection","tag_selection_test","",""
"","49","Attempt to add to favorites without token - Error 401","tests.api.econews_by_id","Fri Mar 06 19:46:23 UTC 2026","passed","Fri Mar 06 19:46:23 UTC 2026","TestFavoriteEcoNews","test_favorites","",""
"","934","test_edit_content_not_shorter_than_20_chars_not_accepted[chrome]","tests.ui.create_news_tests","Fri Mar 06 19:48:03 UTC 2026","passed","Fri Mar 06 19:48:04 UTC 2026","","too_short_content_test","",""
"The test checks validation error when uploading a GIF image (unsupported format)","10118","test_img_upload_gif_negative[chrome]","tests.ui.create_news_tests","Fri Mar 06 19:48:15 UTC 2026","passed","Fri Mar 06 19:48:25 UTC 2026","TestUploadImage","upload_image_test","",""
"","656","test_api_is_work","tests.api","Fri Mar 06 19:46:16 UTC 2026","passed","Fri Mar 06 19:46:17 UTC 2026","","base_api_test","",""
"Verify that deleting EcoNews without authorization returns 401 status code.","234","test_delete_eco_news_by_id_without_token","tests.api.econews_by_id","Fri Mar 06 19:46:17 UTC 2026","passed","Fri Mar 06 19:46:17 UTC 2026","TestUnauthorizedEcoNewsById","econews_by_id_test","",""
"","147","Add and remove news from favorites (Authorized)","tests.api.econews_by_id","Fri Mar 06 19:46:22 UTC 2026","passed","Fri Mar 06 19:46:22 UTC 2026","TestFavoriteEcoNews","test_favorites","",""
"","332","Add the same news twice - Error 400","tests.api.econews_by_id","Fri Mar 06 19:46:23 UTC 2026","passed","Fri Mar 06 19:46:23 UTC 2026","TestFavoriteEcoNews","test_favorites","",""
"Verify that deleting a non-existing EcoNews returns 404 Not Found","68","test_delete_non_existing_eco_news_should_return_404","tests.api.econews_by_id","Fri Mar 06 19:46:19 UTC 2026","passed","Fri Mar 06 19:46:19 UTC 2026","TestEcoNewsById","econews_by_id_test","",""
"Verify creating news with three tags","1660","test_three_tags_selection[chrome]","tests.ui","Fri Mar 06 19:50:27 UTC 2026","passed","Fri Mar 06 19:50:28 UTC 2026","TestTagSelection","tag_selection_test","",""
"Test: Like a comment.","205","test_like_comment","tests.api.econews_comment","Fri Mar 06 19:46:27 UTC 2026","passed","Fri Mar 06 19:46:27 UTC 2026","TestNewsComments","news_comments_test","",""
"Verify that the Create News form contains the particular fields.","5988","test_verify_create_news_form_fields_visibility[chrome-Language.UK]","tests.ui.create_news_tests","Fri Mar 06 19:47:02 UTC 2026","passed","Fri Mar 06 19:47:08 UTC 2026","","create_news_form_visibility_test","",""
"","54","test_get_tags","tests.api","Fri Mar 06 19:46:29 UTC 2026","passed","Fri Mar 06 19:46:29 UTC 2026","","test_get_tags","",""
