"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify creating news with single tag","1305","test_single_tag_selection[chrome]","tests.ui","Thu Mar 05 15:15:42 UTC 2026","passed","Thu Mar 05 15:15:43 UTC 2026","TestTagSelection","tag_selection_test","",""
"","412","test_api_is_work","tests.api","Thu Mar 05 15:11:36 UTC 2026","passed","Thu Mar 05 15:11:36 UTC 2026","","base_api_test","",""
"Verify Create News publishing with multiple tags in different locales","1662","test_tag_selection[chrome-Language.EN]","tests.ui","Thu Mar 05 15:15:27 UTC 2026","passed","Thu Mar 05 15:15:28 UTC 2026","TestTagSelection","tag_selection_test","",""
"Checks that the count of recommended cards equals 3","0","Verify that 3 recommended news cards are displayed","tests.ui","Thu Mar 05 15:16:00 UTC 2026","skipped","Thu Mar 05 15:16:00 UTC 2026","TestNewsDetails","test_news_details","",""
"Verify that the Edit News page disables the Edit button and highlights the title field when the title is empty","511","test_empty_title_field[chrome]","tests.ui.edit_news_tests","Thu Mar 05 15:15:14 UTC 2026","passed","Thu Mar 05 15:15:14 UTC 2026","","empty_title_validation_test","",""
"","0","Verify 'Recommended News' section title","tests.ui","Thu Mar 05 15:16:00 UTC 2026","skipped","Thu Mar 05 15:16:00 UTC 2026","TestNewsDetails","test_news_details","",""
"Verify that the 'Edit news' button is visible only to the author of the news","72","test_edit_button_visible_to_author[chrome]","tests.ui.edit_news_tests","Thu Mar 05 15:14:06 UTC 2026","passed","Thu Mar 05 15:14:06 UTC 2026","TestEditButtonVisibility","edit_button_visibility_test","",""
"","2102","test_source_field_validation[chrome]","tests.ui.create_news_tests","Thu Mar 05 15:13:18 UTC 2026","passed","Thu Mar 05 15:13:20 UTC 2026","","test_source_field","",""
"","0","Verify like functionality","tests.ui","Thu Mar 05 15:16:00 UTC 2026","skipped","Thu Mar 05 15:16:00 UTC 2026","TestNewsDetails","test_news_details","",""
"","308","test_get_news_success","tests.api","Thu Mar 05 15:11:42 UTC 2026","passed","Thu Mar 05 15:11:42 UTC 2026","","test_create_news_success","",""
"Verify that updating EcoNews without providing an image works correctly","265","test_update_eco_news_by_id_without_image","tests.api.econews_by_id","Thu Mar 05 15:11:37 UTC 2026","passed","Thu Mar 05 15:11:37 UTC 2026","TestEcoNewsById","econews_by_id_test","",""
"","0","Verify navigation to a recommended news card","tests.ui","Thu Mar 05 15:16:00 UTC 2026","skipped","Thu Mar 05 15:16:00 UTC 2026","TestNewsDetails","test_news_details","",""
"Verify that requesting a non-existing EcoNews returns 404 status code.","306","test_get_non_existing_eco_news_should_return_404","tests.api.econews_by_id","Thu Mar 05 15:11:39 UTC 2026","passed","Thu Mar 05 15:11:39 UTC 2026","TestEcoNewsByIdWithImage","econews_by_id_test","",""
"Verify that clicking the Cancel button triggers a confirmation modal, and selecting 'Yes, cancel' closes the form and redirects away","1394","test_cancel_button_behavior[chrome]","tests.ui.create_news_tests","Thu Mar 05 15:12:24 UTC 2026","passed","Thu Mar 05 15:12:26 UTC 2026","","cancel_creating_test","",""
"Verify that EcoNews can be retrieved in English and Ukrainian using lang parameter.","259","test_get_eco_news_by_lang[en-Title in English should not be null]","tests.api.econews_by_id","Thu Mar 05 15:11:38 UTC 2026","passed","Thu Mar 05 15:11:39 UTC 2026","TestEcoNewsByIdWithImage","econews_by_id_test","",""
"","86","test_get_tags","tests.api","Thu Mar 05 15:11:42 UTC 2026","passed","Thu Mar 05 15:11:42 UTC 2026","","test_get_tags","",""
"","605","test_create_and_verify_news","tests.api","Thu Mar 05 15:11:41 UTC 2026","passed","Thu Mar 05 15:11:42 UTC 2026","","test_create_news_success","",""
"","1075","Check selection of one tag","tests.ui.create_news_tests","Thu Mar 05 15:12:58 UTC 2026","failed","Thu Mar 05 15:12:59 UTC 2026","TestTagSelection","tag_selection_test","",""
"Verify that deleting EcoNews without authorization returns 401 status code.","93","test_delete_eco_news_by_id_without_token","tests.api.econews_by_id","Thu Mar 05 15:11:37 UTC 2026","passed","Thu Mar 05 15:11:37 UTC 2026","TestUnauthorizedEcoNewsById","econews_by_id_test","",""
"","0","Attempt to add to favorites without token - Error 401","tests.api.econews_by_id","Thu Mar 05 15:11:41 UTC 2026","broken","Thu Mar 05 15:11:41 UTC 2026","TestFavoriteEcoNews","test_favorites","",""
"Verify that the Create News form contains the particular fields.","9765","test_verify_edit_news_form_fields_visibility[Language.EN-chrome]","tests.ui.edit_news_tests","Thu Mar 05 15:14:26 UTC 2026","passed","Thu Mar 05 15:14:36 UTC 2026","","edit_news_form_visibility_test","",""
"Verify max 3 tags selectable behavior","1578","test_four_tags_selection_blocked[chrome]","tests.ui","Thu Mar 05 15:15:20 UTC 2026","passed","Thu Mar 05 15:15:21 UTC 2026","TestTagSelection","tag_selection_test","",""
"Verify Create News publishing with multiple tags in different locales","1730","test_tag_selection[chrome-Language.UK]","tests.ui","Thu Mar 05 15:15:34 UTC 2026","passed","Thu Mar 05 15:15:36 UTC 2026","TestTagSelection","tag_selection_test","",""
"The test checks successful validation when uploading a valid PNG image","158","test_img_upload_positive[chrome]","tests.ui.create_news_tests","Thu Mar 05 15:13:34 UTC 2026","passed","Thu Mar 05 15:13:34 UTC 2026","TestUploadImage","upload_image_test","",""
