"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that deleting EcoNews without authorization returns 401 status code.","198","test_delete_eco_news_by_id_without_token","tests.api.econews_by_id","Fri Mar 06 18:42:11 UTC 2026","passed","Fri Mar 06 18:42:11 UTC 2026","TestUnauthorizedEcoNewsById","econews_by_id_test","",""
"Verify that the 'Edit news' button is visible only to the author of the news","75","test_edit_button_visible_to_author[chrome]","tests.ui.edit_news_tests","Fri Mar 06 18:44:46 UTC 2026","passed","Fri Mar 06 18:44:46 UTC 2026","TestEditButtonVisibility","edit_button_visibility_test","",""
"","4693","test_create_and_delete_news[chrome]","tests.ui","Fri Mar 06 18:44:34 UTC 2026","passed","Fri Mar 06 18:44:39 UTC 2026","","delete_news_test","",""
"Verify that the Edit News page disables the Edit button and highlights the title field when the title is empty","534","test_empty_title_field[chrome]","tests.ui.edit_news_tests","Fri Mar 06 18:45:51 UTC 2026","passed","Fri Mar 06 18:45:52 UTC 2026","","empty_title_validation_test","",""
"","4","test_greencity_is_work[chrome]","tests.ui","Fri Mar 06 18:46:42 UTC 2026","passed","Fri Mar 06 18:46:42 UTC 2026","","test_stub","",""
"","248","Add the same news twice - Error 400","tests.api.econews_by_id","Fri Mar 06 18:42:18 UTC 2026","passed","Fri Mar 06 18:42:18 UTC 2026","TestFavoriteEcoNews","test_favorites","",""
"Test: Add a comment to eco news.","248","test_add_comment_to_eco_news","tests.api.econews_comment","Fri Mar 06 18:42:22 UTC 2026","passed","Fri Mar 06 18:42:22 UTC 2026","TestNewsComments","news_comments_test","",""
"","2214","test_source_field_validation[chrome]","tests.ui.create_news_tests","Fri Mar 06 18:43:53 UTC 2026","passed","Fri Mar 06 18:43:55 UTC 2026","","test_source_field","",""
"","441","test_base_navigate[chrome]","tests.ui","Fri Mar 06 18:46:45 UTC 2026","passed","Fri Mar 06 18:46:45 UTC 2026","","test_stub","",""
"","1372","test_title_field_validation[chrome]","tests.ui.create_news_tests","Fri Mar 06 18:44:00 UTC 2026","passed","Fri Mar 06 18:44:01 UTC 2026","","title_field_validation_test","",""
"Verify that updating EcoNews with a specific image is successful","435","test_update_eco_news_by_id_with_image","tests.api.econews_by_id","Fri Mar 06 18:42:15 UTC 2026","passed","Fri Mar 06 18:42:16 UTC 2026","TestEcoNewsByIdWithImage","econews_by_id_test","",""
"Verify that the 'Edit news' button is not visible for news created by other users","10202","test_edit_button_not_visible_to_other_users[chrome]","tests.ui.edit_news_tests","Fri Mar 06 18:44:49 UTC 2026","passed","Fri Mar 06 18:44:59 UTC 2026","TestEditButtonVisibility","edit_button_visibility_test","",""
"Verify that active replies for a comment can be retrieved for a specific page (page=0, size=10).","225","test_get_active_replies_with_page","tests.api.econews_comment","Fri Mar 06 18:42:20 UTC 2026","passed","Fri Mar 06 18:42:20 UTC 2026","TestEcoNewsCommentReplies","news_comments_replies_test","",""
"Verify Create News publishing with multiple tags in different locales","1723","test_tag_selection[chrome-Language.EN]","tests.ui","Fri Mar 06 18:46:11 UTC 2026","passed","Fri Mar 06 18:46:13 UTC 2026","TestTagSelection","tag_selection_test","",""
"Verify that EcoNews can be retrieved in English and Ukrainian using lang parameter.","581","test_get_eco_news_by_lang[uk-Title in Ukrainian should not be null]","tests.api.econews_by_id","Fri Mar 06 18:42:14 UTC 2026","passed","Fri Mar 06 18:42:14 UTC 2026","TestEcoNewsByIdWithImage","econews_by_id_test","",""
"Verify that the author can edit their own news and the changes are saved","2552","test_verify_author_can_edit_own_news[chrome]","tests.ui.edit_news_tests","Fri Mar 06 18:45:41 UTC 2026","passed","Fri Mar 06 18:45:44 UTC 2026","","edit_own_news_test","",""
"","1259","Check selection of one tag","tests.ui.create_news_tests","Fri Mar 06 18:43:18 UTC 2026","failed","Fri Mar 06 18:43:19 UTC 2026","TestTagSelection","tag_selection_test","",""
"","649","test_create_and_verify_news","tests.api","Fri Mar 06 18:42:24 UTC 2026","passed","Fri Mar 06 18:42:25 UTC 2026","","test_create_news_success","",""
"Verify max 3 tags selectable behavior","1641","test_four_tags_selection_blocked[chrome]","tests.ui","Fri Mar 06 18:46:05 UTC 2026","passed","Fri Mar 06 18:46:06 UTC 2026","TestTagSelection","tag_selection_test","",""
"Verify that deleting a non-existing EcoNews returns 404 Not Found","238","test_delete_non_existing_eco_news_should_return_404","tests.api.econews_by_id","Fri Mar 06 18:42:12 UTC 2026","passed","Fri Mar 06 18:42:13 UTC 2026","TestEcoNewsById","econews_by_id_test","",""
"","89","test_get_tags","tests.api","Fri Mar 06 18:42:25 UTC 2026","passed","Fri Mar 06 18:42:25 UTC 2026","","test_get_tags","",""
"The test checks successful validation when uploading a valid PNG image","164","test_img_upload_positive[chrome]","tests.ui.create_news_tests","Fri Mar 06 18:44:14 UTC 2026","passed","Fri Mar 06 18:44:14 UTC 2026","TestUploadImage","upload_image_test","",""
"Verify that active replies for a comment can be retrieved when page size is set to 1.","239","test_get_active_replies_size_one","tests.api.econews_comment","Fri Mar 06 18:42:20 UTC 2026","passed","Fri Mar 06 18:42:21 UTC 2026","TestEcoNewsCommentReplies","news_comments_replies_test","",""
