"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify Create News publishing with multiple tags in different locales","1814","test_tag_selection[chrome-Language.EN]","tests.ui","Mon Mar 02 09:01:39 UTC 2026","passed","Mon Mar 02 09:01:41 UTC 2026","TestTagSelection","tag_selection_test","",""
"Checks that the count of recommended cards equals 3","0","Verify that 3 recommended news cards are displayed","tests.ui","Mon Mar 02 09:02:06 UTC 2026","skipped","Mon Mar 02 09:02:06 UTC 2026","TestNewsDetails","test_news_details","",""
"","0","Verify news details elements and content","tests.ui","Mon Mar 02 09:02:06 UTC 2026","skipped","Mon Mar 02 09:02:06 UTC 2026","TestNewsDetails","test_news_details","",""
"Verify max 3 tags selectable behavior","1584","test_four_tags_selection_blocked[chrome]","tests.ui","Mon Mar 02 09:01:31 UTC 2026","passed","Mon Mar 02 09:01:32 UTC 2026","TestTagSelection","tag_selection_test","",""
"Verify creating news with single tag","1465","test_single_tag_selection[chrome]","tests.ui","Mon Mar 02 09:01:55 UTC 2026","passed","Mon Mar 02 09:01:56 UTC 2026","TestTagSelection","tag_selection_test","",""
"Verify that the Create News form contains the particular fields.","10111","test_verify_edit_news_form_fields_visibility[Language.UK-chrome]","tests.ui.edit_news_tests","Mon Mar 02 09:01:15 UTC 2026","passed","Mon Mar 02 09:01:25 UTC 2026","","edit_news_form_visibility_test","",""
"","2942","test_title_field_validation[chrome]","tests.ui.create_news_tests","Mon Mar 02 09:00:45 UTC 2026","passed","Mon Mar 02 09:00:48 UTC 2026","","title_field_validation_test","",""
"Verify creating news with three tags","1671","test_three_tags_selection[chrome]","tests.ui","Mon Mar 02 09:02:04 UTC 2026","passed","Mon Mar 02 09:02:05 UTC 2026","TestTagSelection","tag_selection_test","",""
"","2058","test_base_navigate[chrome]","tests.ui","Mon Mar 02 09:02:10 UTC 2026","passed","Mon Mar 02 09:02:12 UTC 2026","","test_stub","",""
"Verify that the Create News form contains the particular fields.","9868","test_verify_edit_news_form_fields_visibility[Language.EN-chrome]","tests.ui.edit_news_tests","Mon Mar 02 09:00:56 UTC 2026","passed","Mon Mar 02 09:01:06 UTC 2026","","edit_news_form_visibility_test","",""
"Verify that the Create News form contains the particular fields.","6210","test_verify_create_news_form_fields_visibility[chrome-Language.UK]","tests.ui.create_news_tests","Mon Mar 02 09:00:36 UTC 2026","passed","Mon Mar 02 09:00:42 UTC 2026","","create_news_form_visibility_test","",""
"Verify that the Create News form contains the particular fields.","6478","test_verify_create_news_form_fields_visibility[chrome-Language.EN]","tests.ui.create_news_tests","Mon Mar 02 09:00:22 UTC 2026","passed","Mon Mar 02 09:00:29 UTC 2026","","create_news_form_visibility_test","",""
"Verify Create News publishing with multiple tags in different locales","1860","test_tag_selection[chrome-Language.UK]","tests.ui","Mon Mar 02 09:01:47 UTC 2026","passed","Mon Mar 02 09:01:49 UTC 2026","TestTagSelection","tag_selection_test","",""
"","0","Verify 'Recommended News' section title","tests.ui","Mon Mar 02 09:02:06 UTC 2026","skipped","Mon Mar 02 09:02:06 UTC 2026","TestNewsDetails","test_news_details","",""
"","0","Verify like functionality","tests.ui","Mon Mar 02 09:02:06 UTC 2026","skipped","Mon Mar 02 09:02:06 UTC 2026","TestNewsDetails","test_news_details","",""
"","0","Verify navigation and UI state","tests.ui","Mon Mar 02 09:02:06 UTC 2026","skipped","Mon Mar 02 09:02:06 UTC 2026","TestNewsDetails","test_news_details","",""
"","0","Verify navigation to a recommended news card","tests.ui","Mon Mar 02 09:02:06 UTC 2026","skipped","Mon Mar 02 09:02:06 UTC 2026","TestNewsDetails","test_news_details","",""
"","13","test_greencity_is_work[chrome]","tests.ui","Mon Mar 02 09:02:09 UTC 2026","passed","Mon Mar 02 09:02:09 UTC 2026","","test_stub","",""
