"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Verify navigation to a recommended news card","tests.ui","Sun Mar 01 12:18:51 UTC 2026","skipped","Sun Mar 01 12:18:51 UTC 2026","TestNewsDetails","test_news_details","",""
"","4","test_greencity_is_work[chrome]","tests.ui","Sun Mar 01 12:18:54 UTC 2026","passed","Sun Mar 01 12:18:54 UTC 2026","","test_stub","",""
"Verify that the Create News form contains the particular fields.","5961","test_verify_create_news_form_fields_visibility[ua-chrome-Language.UK]","tests.ui.create_news_tests","Sun Mar 01 12:18:10 UTC 2026","failed","Sun Mar 01 12:18:16 UTC 2026","","create_news_form_visibility_test","",""
"Verify that the Create News form contains the particular fields.","5921","test_verify_create_news_form_fields_visibility[ua-chrome-Language.EN]","tests.ui.create_news_tests","Sun Mar 01 12:18:00 UTC 2026","passed","Sun Mar 01 12:18:05 UTC 2026","","create_news_form_visibility_test","",""
"Verify max 3 tags selectable behavior","1562","test_four_tags_selection_blocked[chrome]","tests.ui","Sun Mar 01 12:18:25 UTC 2026","passed","Sun Mar 01 12:18:26 UTC 2026","TestTagSelection","tag_selection_test","",""
"","448","test_base_navigate[chrome]","tests.ui","Sun Mar 01 12:18:57 UTC 2026","passed","Sun Mar 01 12:18:57 UTC 2026","","test_stub","",""
"Verify creating news with three tags","1514","test_three_tags_selection[chrome]","tests.ui","Sun Mar 01 12:18:50 UTC 2026","passed","Sun Mar 01 12:18:51 UTC 2026","TestTagSelection","tag_selection_test","",""
"Verify that the Create News form contains the particular fields.","6396","test_verify_create_news_form_fields_visibility[en-chrome-Language.UK]","tests.ui.create_news_tests","Sun Mar 01 12:17:48 UTC 2026","failed","Sun Mar 01 12:17:54 UTC 2026","","create_news_form_visibility_test","",""
"Checks that the count of recommended cards equals 3","0","Verify that 3 recommended news cards are displayed","tests.ui","Sun Mar 01 12:18:51 UTC 2026","skipped","Sun Mar 01 12:18:51 UTC 2026","TestNewsDetails","test_news_details","",""
"","0","Verify like functionality","tests.ui","Sun Mar 01 12:18:51 UTC 2026","skipped","Sun Mar 01 12:18:51 UTC 2026","TestNewsDetails","test_news_details","",""
"Verify Create News publishing with multiple tags in different locales","1538","test_tag_selection[chrome-en]","tests.ui","Sun Mar 01 12:18:32 UTC 2026","passed","Sun Mar 01 12:18:33 UTC 2026","TestTagSelection","tag_selection_test","",""
"","0","Verify 'Recommended News' section title","tests.ui","Sun Mar 01 12:18:51 UTC 2026","skipped","Sun Mar 01 12:18:51 UTC 2026","TestNewsDetails","test_news_details","",""
"","0","Verify news details elements and content","tests.ui","Sun Mar 01 12:18:51 UTC 2026","skipped","Sun Mar 01 12:18:51 UTC 2026","TestNewsDetails","test_news_details","",""
"Verify creating news with single tag","1277","test_single_tag_selection[chrome]","tests.ui","Sun Mar 01 12:18:43 UTC 2026","passed","Sun Mar 01 12:18:45 UTC 2026","TestTagSelection","tag_selection_test","",""
"Verify that the Create News form contains the particular fields.","6464","test_verify_create_news_form_fields_visibility[en-chrome-Language.EN]","tests.ui.create_news_tests","Sun Mar 01 12:17:37 UTC 2026","passed","Sun Mar 01 12:17:44 UTC 2026","","create_news_form_visibility_test","",""
"Verify Create News publishing with multiple tags in different locales","1612","test_tag_selection[chrome-ua]","tests.ui","Sun Mar 01 12:18:37 UTC 2026","passed","Sun Mar 01 12:18:39 UTC 2026","TestTagSelection","tag_selection_test","",""
"","0","Verify navigation and UI state","tests.ui","Sun Mar 01 12:18:51 UTC 2026","skipped","Sun Mar 01 12:18:51 UTC 2026","TestNewsDetails","test_news_details","",""
"","1662","test_title_field_validation[chrome]","tests.ui.create_news_tests","Sun Mar 01 12:18:19 UTC 2026","passed","Sun Mar 01 12:18:20 UTC 2026","","title_field_validation_test","",""
