"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify creating news with single tag","1196","test_single_tag_selection[chrome]","tests.ui","Sun Mar 01 11:56:06 UTC 2026","passed","Sun Mar 01 11:56:07 UTC 2026","TestTagSelection","tag_selection_test","",""
"","6","test_greencity_is_work[chrome]","tests.ui","Sun Mar 01 11:56:17 UTC 2026","passed","Sun Mar 01 11:56:17 UTC 2026","","test_stub","",""
"Verify creating news with three tags","1468","test_three_tags_selection[chrome]","tests.ui","Sun Mar 01 11:56:13 UTC 2026","passed","Sun Mar 01 11:56:14 UTC 2026","TestTagSelection","tag_selection_test","",""
"Verify that the Create News form contains the particular fields.","5951","test_verify_create_news_form_fields_visibility[ua-chrome-Language.UK]","tests.ui.create_news_tests","Sun Mar 01 11:55:33 UTC 2026","failed","Sun Mar 01 11:55:39 UTC 2026","","create_news_form_visibility_test","",""
"Verify that the Create News form contains the particular fields.","5804","test_verify_create_news_form_fields_visibility[ua-chrome-Language.EN]","tests.ui.create_news_tests","Sun Mar 01 11:55:24 UTC 2026","passed","Sun Mar 01 11:55:29 UTC 2026","","create_news_form_visibility_test","",""
"Verify Create News publishing with multiple tags in different locales","1537","test_tag_selection[chrome-en]","tests.ui","Sun Mar 01 11:55:54 UTC 2026","passed","Sun Mar 01 11:55:56 UTC 2026","TestTagSelection","tag_selection_test","",""
"Verify that the Create News form contains the particular fields.","6278","test_verify_create_news_form_fields_visibility[en-chrome-Language.EN]","tests.ui.create_news_tests","Sun Mar 01 11:55:00 UTC 2026","passed","Sun Mar 01 11:55:07 UTC 2026","","create_news_form_visibility_test","",""
"","475","test_base_navigate[chrome]","tests.ui","Sun Mar 01 11:56:19 UTC 2026","passed","Sun Mar 01 11:56:20 UTC 2026","","test_stub","",""
"Verify Create News publishing with multiple tags in different locales","1634","test_tag_selection[chrome-ua]","tests.ui","Sun Mar 01 11:56:01 UTC 2026","passed","Sun Mar 01 11:56:02 UTC 2026","TestTagSelection","tag_selection_test","",""
"","0","Verify navigation and UI state","tests.ui","Sun Mar 01 11:56:15 UTC 2026","skipped","Sun Mar 01 11:56:15 UTC 2026","TestNewsDetails","test_news_details","",""
"Verify that the Create News form contains the particular fields.","6407","test_verify_create_news_form_fields_visibility[en-chrome-Language.UK]","tests.ui.create_news_tests","Sun Mar 01 11:55:12 UTC 2026","failed","Sun Mar 01 11:55:19 UTC 2026","","create_news_form_visibility_test","",""
"","0","Verify news details elements and content","tests.ui","Sun Mar 01 11:56:15 UTC 2026","skipped","Sun Mar 01 11:56:15 UTC 2026","TestNewsDetails","test_news_details","",""
"","0","Verify 'Recommended News' section title","tests.ui","Sun Mar 01 11:56:15 UTC 2026","skipped","Sun Mar 01 11:56:15 UTC 2026","TestNewsDetails","test_news_details","",""
"","0","Verify navigation to a recommended news card","tests.ui","Sun Mar 01 11:56:15 UTC 2026","skipped","Sun Mar 01 11:56:15 UTC 2026","TestNewsDetails","test_news_details","",""
"Checks that the count of recommended cards equals 3","0","Verify that 3 recommended news cards are displayed","tests.ui","Sun Mar 01 11:56:15 UTC 2026","skipped","Sun Mar 01 11:56:15 UTC 2026","TestNewsDetails","test_news_details","",""
"Verify max 3 tags selectable behavior","1602","test_four_tags_selection_blocked[chrome]","tests.ui","Sun Mar 01 11:55:48 UTC 2026","passed","Sun Mar 01 11:55:49 UTC 2026","TestTagSelection","tag_selection_test","",""
"","1659","test_title_field_validation[chrome]","tests.ui.create_news_tests","Sun Mar 01 11:55:42 UTC 2026","passed","Sun Mar 01 11:55:43 UTC 2026","","title_field_validation_test","",""
"","0","Verify like functionality","tests.ui","Sun Mar 01 11:56:15 UTC 2026","skipped","Sun Mar 01 11:56:15 UTC 2026","TestNewsDetails","test_news_details","",""
